fixationid,aoi_id,world_timestamp
679,Mid|5,377.999563
680,Mid|5,378.100094
680,Left|9,378.200625
681,Mid|5,378.334667
682,Mid|5,378.535729
683,Mid|5,378.770302
684,Mid|5,378.904343
685,Mid|5,379.004875
686,Mid|5,379.205937
686,Right|4,379.239447
687,Mid|5,379.44051
688,Mid|5,379.641572
689,Mid|5,379.809124
690,Mid|2,380.043697
691,Mid|2,380.244759
692,Mid|5,380.345291
693,Mid|5,380.579863
694,Mid|5,380.780926
695,Mid|5,381.015499
696,Mid|5,381.250071
697,Mid|5,381.451134
698,Mid|5,381.685707
699,Mid|5,381.853259
700,Mid|4,382.054321
701,Mid|4,382.288894
702,Mid|5,382.489956
703,Mid|5,382.724529
704,Mid|5,382.959102
705,Mid|5,383.160164
706,Mid|5,383.394737
707,Mid|5,383.595799
708,Mid|5,383.830372
709,Mid|5,384.064945
709,Left|3,384.266007
710,Mid|5,384.266007
710,Left|3,384.266007
711,Mid|5,384.46707
712,Mid|5,384.936215
713,Mid|5,385.170788
714,Mid|5,385.371851
715,Mid|5,385.606423
716,Mid|5,385.840996
717,Mid|5,386.008548
718,Mid|2,386.243121
719,Mid|5,386.343652
720,Mid|5,386.544715
721,Mid|5,386.779287
722,Mid|5,387.01386
723,Mid|5,387.214923
724,Mid|5,387.449495
725,Mid|5,387.684068
726,Mid|5,387.885131
727,Mid|2,388.119703
728,Mid|2,388.320766
729,Mid|5,388.521828
730,Mid|5,388.622359
731,Mid|5,388.856932
732,Mid|5,389.057995
733,Mid|5,389.192036
734,Mid|5,389.292567
735,Mid|5,389.52714
736,Mid|5,389.761713
737,Mid|5,389.962775
738,Mid|5,390.063307
739,Mid|5,390.264369
740,Mid|5,390.700004
740,Left|8,390.767025
741,Mid|5,390.934577
742,Mid|5,391.135639
743,Mid|5,391.269681
743,Left|9,391.303191
744,Mid|5,391.437233
745,Mid|5,391.537764
746,Mid|5,391.772337
747,Mid|5,392.00691
747,Left|7,392.073931
748,Mid|5,392.207972
749,Mid|5,392.442545
750,Mid|5,392.610097
751,Mid|5,392.811159
751,Left|3,392.84467
752,Mid|5,393.045732
753,Mid|5,393.179774
754,Mid|5,393.347326
755,Mid|5,393.548388
756,Mid|5,393.782961
757,Mid|5,394.017534
758,Mid|5,394.151575
759,Mid|5,394.252107
