fixationid,surface,world_timestamp,world_index,start_timestamp,duration,dispersion,norm_pos_x,norm_pos_y,x_scaled,y_scaled,on_surf,aoi,aoi_id,next_fixation_id,next_world_timestamp,next_aoi,transition,transition_duration,from_surface,to_surface
33,Mid,2385.378989,197,2385.3880625,217.868499999895,1.001264783994628,0.5340237021446228,0.40895042568445206,0.5318096876144409,0.3620631098747253,True,5,Mid|5,33.0,2385.580055,Right|4,Mid|5 -> Right|4,0.20106600000008257,Mid,Right
33,Right,2385.580055,203,2385.3880625,217.868499999895,1.001264783994628,0.206249251961708,0.6580578088760376,0.206249251961708,0.6580578088760376,True,4,Right|4,34.0,2385.613566,Mid|2,Right|4 -> Mid|2,0.03351100000008955,Right,Mid
46,Mid,2388.26094,283,2388.256667,145.24550000032832,0.509282438779297,0.4897418260574341,0.40562103390693666,0.4884532690048218,0.4044011831283569,True,5,Mid|5,47.0,2388.495518,Dashboard|3,Mid|5 -> Dashboard|3,0.2345780000000559,Mid,Dashboard
50,Dashboard,2388.998184,305,2388.9869305,129.10749999991822,1.3126990109420191,0.35127612948417664,0.2286397248506546,0.3481370210647583,0.2268530428409576,True,2,Dashboard|2,51.0,2389.232761,Mid|2,Dashboard|2 -> Mid|2,0.23457700000017212,Dashboard,Mid
73,Mid,2393.957821,453,2393.9454605,173.4879999999066,1.063264543570777,0.4985170861085256,0.4263291855653127,0.5009773373603821,0.4258157312870025,True,5,Mid|5,74.0,2394.158887,Dashboard|5,Mid|5 -> Dashboard|5,0.20106600000008257,Mid,Dashboard
75,Dashboard,2394.393465,466,2394.3811975,185.59199999981504,1.43906802446864,0.35926217834154767,0.5312846601009369,0.3622408807277679,0.5323692560195923,True,5,Dashboard|5,75.0,2394.460487,Left|4,Dashboard|5 -> Left|4,0.06702199999972436,Dashboard,Left
75,Left,2394.460487,468,2394.3811975,185.59199999981504,1.43906802446864,0.12881552800536156,0.6296812891960144,0.1504034250974655,0.5962926149368286,True,4,Left|4,76.0,2394.661553,Mid|5,Left|4 -> Mid|5,0.20106600000008257,Left,Mid
89,Mid,2397.342438,554,2397.3466325,92.79599999990752,0.4276152062990093,0.49613843858242035,0.4784185141324997,0.5020745992660522,0.4761932492256164,True,5,Mid|5,90.0,2397.476483,Dashboard|5,Mid|5 -> Dashboard|5,0.13404499999978725,Mid,Dashboard
90,Dashboard,2397.476483,558,2397.479775,193.66050000007817,1.3986430898340072,0.37244858912059237,0.5839722326823643,0.3733560442924499,0.5814095139503479,True,5,Dashboard|5,90.0,2397.543505,Right|2,Dashboard|5 -> Right|2,0.0670220000001791,Dashboard,Right
90,Right,2397.543505,560,2397.479775,193.66050000007817,1.3986430898340072,0.4432417452335357,0.2374966889619827,0.4432417452335357,0.2374966889619827,True,2,Right|2,91.0,2397.677549,Dashboard|5,Right|2 -> Dashboard|5,0.13404399999990346,Right,Dashboard
91,Dashboard,2397.677549,564,2397.6774705,217.8685000003497,1.3826469013684408,0.3621869853564671,0.5164247921534947,0.363344669342041,0.5222471356391907,True,5,Dashboard|5,91.0,2397.811593,Mid|1,Dashboard|5 -> Mid|1,0.13404399999990346,Dashboard,Mid
91,Mid,2397.811593,568,2397.6774705,217.8685000003497,1.3826469013684408,0.2562271654605865,0.2899881303310394,0.2562271654605865,0.2899881303310394,True,1,Mid|1,92.0,2397.912127,Dashboard|5,Mid|1 -> Dashboard|5,0.10053400000015245,Mid,Dashboard
92,Dashboard,2397.912127,571,2397.8993735000004,145.24600000004284,1.028518381793415,0.35210102796554565,0.5332502007484436,0.3533108532428741,0.5379077792167664,True,5,Dashboard|5,93.0,2398.113193,Mid|5,Dashboard|5 -> Mid|5,0.20106600000008257,Dashboard,Mid
99,Mid,2399.319591,613,2399.3114855,217.8685000003497,0.7424882932342695,0.4791034630366734,0.4051183206694467,0.4823378920555115,0.415020227432251,True,5,Mid|5,100.0,2399.58768,Dashboard|4,Mid|5 -> Dashboard|4,0.26808900000014546,Mid,Dashboard
103,Dashboard,2400.22439,640,2400.2313755,217.86900000006423,0.8812688697112752,0.315276563167572,0.44242030754685396,0.3152272999286651,0.4379985928535461,True,4,Dashboard|4,102.0,2400.22439,Mid|1,Dashboard|4 -> Mid|1,0.0,Dashboard,Mid
109,Mid,2401.531321,679,2401.522449,153.31549999973504,0.5569337888047037,0.4312721788883209,0.4812154948711395,0.4691721200942993,0.4395529925823211,True,5,Mid|5,110.0,2401.698877,Dashboard|5,Mid|5 -> Dashboard|5,0.1675559999998768,Mid,Dashboard
110,Dashboard,2401.698877,684,2401.7120755,129.10749999991822,1.460204976956631,0.35659171342849727,0.5125829696655273,0.3556192219257355,0.5133171081542969,True,5,Dashboard|5,110.0,2401.79941,Left|7,Dashboard|5 -> Left|7,0.10053300000026866,Dashboard,Left
110,Left,2401.79941,687,2401.7120755,129.10749999991822,1.460204976956631,0.0676035284996032,0.6804285645484924,0.0676035284996032,0.6804285645484924,True,7,Left|7,111.0,2401.832921,Dashboard|4,Left|7 -> Dashboard|4,0.03351100000008955,Left,Dashboard
115,Dashboard,2402.637186,712,2402.6400345,169.4534999996904,0.7394854377165053,0.3103137413660685,0.42533597350120544,0.3071615993976593,0.4279005527496338,True,4,Dashboard|4,116.0,2402.871764,Mid|5,Dashboard|4 -> Mid|5,0.2345780000000559,Dashboard,Mid
122,Mid,2403.977629,752,2403.9916275,88.76099999997678,0.4933810619093995,0.4762054830789566,0.4495217278599739,0.4760911762714386,0.4504024088382721,True,5,Mid|5,123.0,2404.111673,Dashboard|5,Mid|5 -> Dashboard|5,0.13404399999990346,Mid,Dashboard
124,Dashboard,2404.212206,759,2404.2256345,217.86900000006423,0.5904815393506749,0.3363044038414955,0.3434444069862366,0.3348219096660614,0.34121835231781,True,5,Dashboard|5,124.0,2404.379762,Left|5,Dashboard|5 -> Left|5,0.1675559999998768,Dashboard,Left
124,Left,2404.379762,764,2404.2256345,217.86900000006423,0.5904815393506749,0.4375647008419037,0.5014739632606506,0.4375647008419037,0.5014739632606506,True,5,Left|5,125.0,2404.446784,Dashboard|5,Left|5 -> Dashboard|5,0.0670220000001791,Left,Dashboard
126,Dashboard,2404.681361,773,2404.669441,112.9689999997936,1.1898930272826964,0.37572459876537323,0.5175174921751022,0.3755875527858734,0.5128066539764404,True,5,Dashboard|5,127.0,2404.815406,Mid|5,Dashboard|5 -> Mid|5,0.134045000000242,Dashboard,Mid
134,Mid,2406.390426,824,2406.380114,129.10749999991822,1.4578370806349663,0.5607052445411682,0.41449254155159,0.5610651969909668,0.4146017432212829,True,5,Mid|5,135.0,2406.557981,Left|4,Mid|5 -> Left|4,0.16755499999999302,Mid,Left
135,Left,2406.557981,829,2406.5697405,165.41899999992893,1.443786408114158,0.0979766175150871,0.4178463220596313,0.0979766175150871,0.4178463220596313,True,4,Left|4,135.0,2406.557981,Dashboard|8,Left|4 -> Dashboard|8,0.0,Left,Dashboard
137,Dashboard,2406.960114,841,2406.9530275,112.96900000024834,1.0913807294165905,0.2904166951775551,0.5117945075035095,0.2899113297462463,0.5082248449325562,True,4,Dashboard|4,138.0,2407.127669,Mid|5,Dashboard|4 -> Mid|5,0.16755499999999302,Dashboard,Mid
141,Mid,2407.697357,863,2407.6913605,108.93450000003212,1.273676894455414,0.4807263612747192,0.5134643763303757,0.4818519353866577,0.5126469731330872,True,5,Mid|5,142.0,2407.831401,Left|4,Mid|5 -> Left|4,0.13404399999990346,Mid,Left
142,Left,2407.831401,867,2407.8446755,149.2800000000898,0.9933258539142154,0.1593392534802357,0.56996750831604,0.4246061742305755,0.4110078811645508,True,4,Left|4,142.0,2407.831401,Dashboard|5,Left|4 -> Dashboard|5,0.0,Left,Dashboard
147,Dashboard,2408.803222,896,2408.7887735,217.8685000003497,1.2951787188999977,0.38573299986975534,0.48703819513320923,0.3854955434799194,0.4762615859508514,True,5,Dashboard|5,147.0,2408.903755,Left|4,Dashboard|5 -> Left|4,0.10053299999981391,Dashboard,Left
148,Left,2409.004289,902,2409.0106765,217.86900000006423,1.3998672194003068,0.0641006883233785,0.6993617713451385,0.0219382978975772,0.7451881766319275,True,7,Left|7,148.0,2409.004289,Dashboard|5,Left|7 -> Dashboard|5,0.0,Left,Dashboard
149,Dashboard,2409.238866,909,2409.23258,100.86450000017066,0.7443619017517827,0.35875897854566574,0.39141454547643656,0.3582456707954407,0.3950610160827636,True,5,Dashboard|5,150.0,2409.37291,Mid|5,Dashboard|5 -> Mid|5,0.13404399999990346,Dashboard,Mid
153,Mid,2409.808554,926,2409.8175975,153.3155000001898,0.7703336566587754,0.4393770893414815,0.476345752676328,0.440121978521347,0.4816086590290069,True,5,Mid|5,154.0,2410.00962,Dashboard|5,Mid|5 -> Dashboard|5,0.20106599999962782,Mid,Dashboard
155,Dashboard,2410.177176,937,2410.188781,217.86900000006423,1.424869189676083,0.44374386966228485,0.4790701977908611,0.4422816038131714,0.478665679693222,True,5,Dashboard|5,156.0,2410.512286,Mid|5,Dashboard|5 -> Mid|5,0.33510999999998603,Dashboard,Mid
162,Mid,2411.752196,984,2411.742104,117.0035000000098,0.720042103170642,0.40650956332683563,0.464857742190361,0.4076124727725982,0.4661381244659424,True,5,Mid|5,163.0,2411.88624,Dashboard|5,Mid|5 -> Dashboard|5,0.13404399999990346,Mid,Dashboard
165,Dashboard,2412.254862,999,2412.2504645,197.6955000000089,1.289408229147182,0.30679123742239817,0.4424209467002323,0.3013019561767578,0.4374450445175171,True,4,Dashboard|4,166.0,2412.489439,Mid|5,Dashboard|4 -> Mid|5,0.23457700000017212,Dashboard,Mid
171,Mid,2413.494771,1036,2413.501192,80.69250000016837,0.5142337889384301,0.42159415781497955,0.4543162137269973,0.4207465648651123,0.4517260491847992,True,5,Mid|5,172.0,2413.628815,Dashboard|5,Mid|5 -> Dashboard|5,0.13404399999990346,Mid,Dashboard
172,Dashboard,2413.628815,1040,2413.618196,153.31500000002052,1.1973078869092917,0.4206293523311615,0.6376127600669861,0.4200913906097412,0.6391001343727112,True,5,Dashboard|5,172.0,2413.628815,Left|4,Dashboard|5 -> Left|4,0.0,Dashboard,Left
172,Left,2413.628815,1040,2413.618196,153.31500000002052,1.1973078869092917,0.0763162299990654,0.5068217366933823,0.1037583127617836,0.4595250189304352,True,4,Left|4,173.0,2413.796371,Dashboard|4,Left|4 -> Dashboard|4,0.1675559999998768,Left,Dashboard
181,Dashboard,2415.505435,1096,2415.510426,112.9689999997936,1.298777559116405,0.3557945907115936,0.4543545126914978,0.3542772233486175,0.4515982568264007,True,5,Dashboard|5,181.0,2415.538946,Left|7,Dashboard|5 -> Left|7,0.03351100000008955,Dashboard,Left
181,Left,2415.538946,1097,2415.510426,112.9689999997936,1.298777559116405,0.0235647279769182,0.7087745070457458,0.0235647279769182,0.7087745070457458,True,7,Left|7,182.0,2415.639479,Dashboard|4,Left|7 -> Dashboard|4,0.10053299999981391,Left,Dashboard
183,Dashboard,2415.840545,1106,2415.8493325,125.07249999998749,0.8427880366590391,0.34891628026962274,0.42172572016716003,0.3489684164524078,0.4236123859882355,True,5,Dashboard|5,184.0,2416.008101,Mid|5,Dashboard|5 -> Mid|5,0.1675559999998768,Dashboard,Mid
184,Mid,2416.008101,1111,2416.0107165,137.17700000006516,1.4936056905192303,0.4326777637004852,0.40220523476600645,0.4338922798633575,0.4099631011486053,True,5,Mid|5,185.0,2416.242678,Dashboard|4,Mid|5 -> Dashboard|4,0.23457700000017212,Mid,Dashboard
186,Dashboard,2416.410234,1123,2416.4020735000004,217.8689999996095,1.364770710109766,0.39931837150028776,0.4783142464501517,0.4088169634342193,0.4690225422382355,True,5,Dashboard|5,187.0,2416.711833,Mid|5,Dashboard|5 -> Mid|5,0.3015989999998965,Dashboard,Mid
189,Mid,2416.979922,1140,2416.970953,217.868499999895,1.1963563740852403,0.4233888217381069,0.4712704930986677,0.4218894839286804,0.4747549891471863,True,5,Mid|5,190.0,2417.24801,Dashboard|5,Mid|5 -> Dashboard|5,0.2680879999998069,Mid,Dashboard
192,Dashboard,2417.683654,1161,2417.685078,80.6919999999991,1.4908169831214413,0.3872804641723633,0.5124552051226298,0.3870792090892792,0.5100088119506836,True,5,Dashboard|5,193.0,2417.784187,Mid|5,Dashboard|5 -> Mid|5,0.10053300000026866,Dashboard,Mid
207,Mid,2420.599117,1248,2420.601967,217.86800000018047,0.8364993806849268,0.41328665241599083,0.473426666110754,0.4141497611999511,0.471168577671051,True,5,Mid|5,207.0,2420.833694,Left|3,Mid|5 -> Left|3,0.23457699999971737,Mid,Left
208,Left,2420.833694,1255,2420.82387,149.27999999963504,1.4676067880740935,0.7681008577346802,0.3108036816120147,0.7681008577346802,0.3108036816120147,True,3,Left|3,208.0,2420.833694,Mid|5,Left|3 -> Mid|5,0.0,Left,Mid
217,Mid,2422.509247,1305,2422.5103345,80.69200000045385,1.4137498187420254,0.43216976523399353,0.40272073944409686,0.4369733035564422,0.3946781754493713,True,5,Mid|5,217.0,2422.542758,Left|6,Mid|5 -> Left|6,0.03351100000008955,Mid,Left
217,Left,2422.542758,1306,2422.5103345,80.69200000045385,1.4137498187420254,0.8438444137573242,0.647779107093811,0.8438444137573242,0.647779107093811,True,6,Left|6,218.0,2422.60978,Mid|5,Left|6 -> Mid|5,0.06702199999972436,Left,Mid
227,Mid,2424.452889,1363,2424.4590485,217.868499999895,0.7009620212317338,0.3955739997327328,0.4848923794925213,0.3971564471721649,0.4846048653125763,True,5,Mid|5,228.0,2424.720977,Dashboard|5,Mid|5 -> Dashboard|5,0.2680879999998069,Mid,Dashboard
229,Dashboard,2424.821511,1374,2424.8060245,117.00350000046456,1.1771880624343565,0.2888998463749885,0.5954486280679703,0.2908984422683716,0.5965977311134338,True,4,Dashboard|4,230.0,2424.955555,Mid|5,Dashboard|4 -> Mid|5,0.13404399999990346,Dashboard,Mid
244,Mid,2427.938039,1467,2427.928808,141.21099999965736,1.0537706127210489,0.3984908282756805,0.4366978883743286,0.4008095562458038,0.433259904384613,True,5,Mid|5,244.0,2428.038573,Left|9,Mid|5 -> Left|9,0.1005339999996977,Mid,Left
244,Left,2428.038573,1470,2427.928808,141.21099999965736,1.0537706127210489,0.782802939414978,0.6686920523643494,0.782802939414978,0.6686920523643494,True,9,Left|9,245.0,2428.072084,Mid|4,Left|9 -> Mid|4,0.03351100000008955,Left,Mid
246,Mid,2428.172617,1474,2428.162815,217.868499999895,1.45640442130695,0.3440382331609726,0.4750946377004896,0.217099979519844,0.31144779920578,True,5,Mid|5,246.0,2428.206128,Left|9,Mid|5 -> Left|9,0.033510999999634805,Mid,Left
246,Left,2428.206128,1475,2428.162815,217.868499999895,1.45640442130695,0.7669068177541097,0.7072784900665283,0.82636958360672,0.6811708807945251,True,9,Left|9,247.0,2428.373683,Mid|4,Left|9 -> Mid|4,0.16755499999999302,Left,Mid
247,Mid,2428.373683,1480,2428.384718,217.86900000006423,0.7510759415517633,0.3315823897719383,0.4566330574452877,0.3349975347518921,0.4580657184123993,True,4,Mid|4,247.0,2428.440705,Right|4,Mid|4 -> Right|4,0.0670220000001791,Mid,Right
247,Right,2428.440705,1482,2428.384718,217.86900000006423,0.7510759415517633,0.0474858172237873,0.6454904079437256,0.0474858172237873,0.6454904079437256,True,4,Right|4,248.0,2428.608261,Mid|5,Right|4 -> Mid|5,0.1675559999998768,Right,Mid
250,Mid,2429.010393,1499,2429.0141165,217.86900000006423,0.8183070743858044,0.38922448456287384,0.4352523535490036,0.3918973505496979,0.4320285022258758,True,5,Mid|5,251.0,2429.278482,Dashboard|4,Mid|5 -> Dashboard|4,0.26808900000014546,Mid,Dashboard
253,Dashboard,2429.680615,1519,2429.6838610000004,80.69199999954435,0.665585623393661,0.3658313602209091,0.5015025213360786,0.3647772371768951,0.5020555257797241,True,5,Dashboard|5,254.0,2429.814659,Mid|5,Dashboard|5 -> Mid|5,0.13404399999990346,Dashboard,Mid
262,Mid,2431.590745,1576,2431.5760905,217.868499999895,0.7864173225184811,0.3220346144267491,0.4790082701614925,0.3181461691856384,0.4777266383171081,True,4,Mid|4,262.0,2431.624256,Left|8,Mid|4 -> Left|8,0.03351100000008955,Mid,Left
262,Left,2431.624256,1577,2431.5760905,217.868499999895,0.7864173225184811,0.5391263961791992,0.8047427535057068,0.5391263961791992,0.8047427535057068,True,8,Left|8,263.0,2431.791812,Mid|4,Left|8 -> Mid|4,0.1675559999998768,Left,Mid
264,Mid,2432.026389,1589,2432.0198965,141.21150000028138,0.8662842800456035,0.30141528844833376,0.5038745880126954,0.3022521138191223,0.5018703937530518,True,4,Mid|4,264.0,2432.0599,Left|6,Mid|4 -> Left|6,0.03351100000008955,Mid,Left
264,Left,2432.0599,1590,2432.0198965,141.21150000028138,0.8662842800456035,0.873185932636261,0.6499622464179993,0.873185932636261,0.6499622464179993,True,6,Left|6,265.0,2432.193944,Mid|5,Left|6 -> Mid|5,0.13404399999990346,Left,Mid
268,Mid,2432.663099,1608,2432.6573645,129.10749999991822,0.6919137625078143,0.3371462643146515,0.46763179898262025,0.3404758274555206,0.471505731344223,True,5,Mid|5,269.0,2432.830655,Dashboard|7,Mid|5 -> Dashboard|7,0.16755600000033155,Mid,Dashboard
271,Dashboard,2433.232787,1625,2433.234313,157.34950000023673,0.8748852197955481,0.3134170273939768,0.4421638747056325,0.3077594935894012,0.4425238370895386,True,4,Dashboard|4,272.0,2433.433854,Mid|4,Dashboard|4 -> Mid|4,0.20106699999996636,Dashboard,Mid
283,Mid,2435.746117,1700,2435.759975,217.868499999895,0.833541976631089,0.2805807664990425,0.47244396433234215,0.270334392786026,0.4763489663600921,True,4,Mid|4,283.0,2435.947184,Left|2,Mid|4 -> Left|2,0.20106699999996636,Mid,Left
283,Left,2435.947184,1706,2435.759975,217.868499999895,0.833541976631089,0.5398384928703308,0.2317547351121902,0.5398384928703308,0.2317547351121902,True,2,Left|2,284.0,2435.980695,Mid|4,Left|2 -> Mid|4,0.03351100000008955,Left,Mid
285,Mid,2436.215272,1714,2436.2037815,117.0035000000098,0.7959858169615104,0.2910516560077667,0.48367369920015335,0.2902084290981293,0.4817428588867187,True,4,Mid|4,286.0,2436.382827,Dashboard|4,Mid|4 -> Dashboard|4,0.16755499999999302,Mid,Dashboard
288,Dashboard,2436.650916,1727,2436.6395190000003,88.76099999997678,1.1116520250900788,0.26604653398195904,0.49090402324994403,0.2669215202331543,0.4912235736846924,True,4,Dashboard|4,289.0,2436.78496,Mid|5,Dashboard|4 -> Mid|5,0.13404399999990346,Dashboard,Mid
295,Mid,2437.957847,1766,2437.9709385,217.868499999895,1.1330231621919358,0.3456484191119671,0.4782241433858871,0.3480211794376373,0.4699845016002655,True,5,Mid|5,295.0,2438.02487,Left|9,Mid|5 -> Left|9,0.0670230000000629,Mid,Left
295,Left,2438.02487,1768,2437.9709385,217.868499999895,1.1330231621919358,0.6868038773536682,0.7270510196685791,0.6868038773536682,0.7270510196685791,True,9,Left|9,296.0,2438.225936,Mid|5,Left|9 -> Mid|5,0.20106599999962782,Left,Mid
311,Mid,2440.906821,1854,2440.9202345000003,217.86799999972573,0.8971790140715669,0.47847629338502884,0.4774015061557293,0.4797343015670776,0.4816176891326904,True,5,Mid|5,312.0,2441.208421,Dashboard|5,Mid|5 -> Dashboard|5,0.30159999999978027,Mid,Dashboard
314,Dashboard,2441.409487,1869,2441.4245595,129.1080000000875,0.9359438088040372,0.32263492941856386,0.3546806097030639,0.321189284324646,0.3523667156696319,True,4,Dashboard|4,315.0,2441.610553,Mid|5,Dashboard|4 -> Mid|5,0.20106600000008257,Dashboard,Mid
321,Mid,2442.682907,1907,2442.6873905,217.86900000006423,1.2485893028227013,0.5501316487789154,0.5405120775103569,0.5235416889190674,0.5103099942207336,True,5,Mid|5,321.0,2442.816952,Right|1,Mid|5 -> Right|1,0.134045000000242,Mid,Right
321,Right,2442.816952,1911,2442.6873905,217.86900000006423,1.2485893028227013,0.0944864302873611,0.2692162096500397,0.0944864302873611,0.2692162096500397,True,1,Right|1,322.0,2442.917485,Mid|5,Right|1 -> Mid|5,0.10053299999981391,Right,Mid
323,Mid,2443.118551,1920,2443.1311975,173.48800000036135,0.9521187685067686,0.5035972595214844,0.44223977838243755,0.5060873627662659,0.4437950849533081,True,5,Mid|5,324.0,2443.353129,Dashboard|2,Mid|5 -> Dashboard|2,0.2345780000000559,Mid,Dashboard
325,Dashboard,2443.554195,1933,2443.542727,217.868499999895,0.7041310585847885,0.3103926352092198,0.45284436855997356,0.3113967180252075,0.4478340148925781,True,4,Dashboard|4,324.0,2443.554195,Left|7,Dashboard|4 -> Left|7,0.0,Dashboard,Left
324,Left,2443.554195,1933,2443.349066,189.62650000003123,1.4012976088335958,0.1762309968471527,0.6799271702766418,0.1762309968471527,0.6799271702766418,True,7,Left|7,326.0,2443.755261,Dashboard|4,Left|7 -> Dashboard|4,0.20106599999962782,Left,Dashboard
327,Dashboard,2443.989839,1946,2443.9865335,217.8685000003497,0.6822655699280604,0.3228843254702431,0.5152627059391567,0.3194479644298553,0.5128694772720337,True,4,Dashboard|4,327.0,2444.056861,Left|5,Dashboard|4 -> Left|5,0.0670220000001791,Dashboard,Left
327,Left,2444.056861,1948,2443.9865335,217.8685000003497,0.6822655699280604,0.3823142349720001,0.4622597694396972,0.3823142349720001,0.4622597694396972,True,5,Left|5,328.0,2444.224416,Dashboard|4,Left|5 -> Dashboard|4,0.16755499999999302,Left,Dashboard
328,Dashboard,2444.224416,1953,2444.208437,112.9689999997936,0.8604377090696339,0.29922281950712204,0.5486545860767365,0.296722263097763,0.5376946330070496,True,4,Dashboard|4,329.0,2444.358461,Mid|5,Dashboard|4 -> Mid|5,0.13404499999978725,Dashboard,Mid
330,Mid,2444.593038,1964,2444.5876895,217.868499999895,1.2996449300314372,0.5238880429949079,0.4600421360560826,0.5254127979278564,0.4612494111061096,True,5,Mid|5,331.0,2444.861126,Dashboard|5,Mid|5 -> Dashboard|5,0.2680879999998069,Mid,Dashboard
335,Dashboard,2445.631881,1995,2445.620548,88.76150000014604,0.6870878399552185,0.39384459455808,0.5175378719965616,0.3937902152538299,0.5165976881980896,True,5,Dashboard|5,336.0,2445.765925,Mid|5,Dashboard|5 -> Mid|5,0.1340440000003582,Dashboard,Mid
338,Mid,2446.168058,2011,2446.153116,217.8685000003497,0.6751024350725232,0.49173682928085327,0.48819247739655625,0.4904714524745941,0.4870858788490295,True,5,Mid|5,339.0,2446.436146,Dashboard|4,Mid|5 -> Dashboard|4,0.2680879999998069,Mid,Dashboard
342,Dashboard,2446.838279,2031,2446.8511025,217.8685000003497,0.6649982298596813,0.3320823833346367,0.4514576941728592,0.3334053158760071,0.4461075067520141,True,4,Dashboard|4,342.0,2447.005835,Left|4,Dashboard|4 -> Left|4,0.1675559999998768,Dashboard,Left
342,Left,2447.005835,2036,2446.8511025,217.8685000003497,0.6649982298596813,0.1786158233880996,0.6598122715950012,0.1786158233880996,0.6598122715950012,True,4,Left|4,343.0,2447.072857,Dashboard|5,Left|4 -> Dashboard|5,0.0670220000001791,Left,Dashboard
345,Dashboard,2447.508501,2051,2447.516812,217.86900000006423,0.8143444698082188,0.318352147936821,0.42929157242178917,0.3171713054180145,0.4229952692985534,True,4,Dashboard|4,345.0,2447.676056,Left|4,Dashboard|4 -> Left|4,0.16755499999999302,Dashboard,Left
345,Left,2447.676056,2056,2447.516812,217.86900000006423,0.8143444698082188,0.2831478416919708,0.6267476379871368,0.1612791121006012,0.718289852142334,True,4,Left|4,346.0,2447.743078,Dashboard|5,Left|4 -> Dashboard|5,0.0670220000001791,Left,Dashboard
347,Dashboard,2447.944144,2064,2447.960619,205.76449999998655,0.5733176714219207,0.3041272275149822,0.3914905786514282,0.3056391179561615,0.3898076117038727,True,4,Dashboard|4,348.0,2448.212233,Mid|5,Dashboard|4 -> Mid|5,0.26808900000014546,Dashboard,Mid
350,Mid,2448.614366,2084,2448.5980865,185.59149999964572,0.7791788992599922,0.47292981048425037,0.48314524193604785,0.4740886390209198,0.4838461577892303,True,5,Mid|5,351.0,2448.815432,Dashboard|4,Mid|5 -> Dashboard|4,0.20106600000008257,Mid,Dashboard
352,Dashboard,2449.050009,2097,2449.049962,177.52250000012282,1.2495894397771252,0.3385259360074997,0.49085378646850586,0.3392872214317322,0.4889127612113952,True,5,Dashboard|5,353.0,2449.284587,Mid|5,Dashboard|5 -> Mid|5,0.2345780000000559,Dashboard,Mid
357,Mid,2450.155875,2130,2450.139305,205.7650000006106,1.4714121651604626,0.5019091580595288,0.43715448890413555,0.4704689681529999,0.408838152885437,True,5,Mid|5,358.0,2450.457474,Dashboard|4,Mid|5 -> Dashboard|4,0.3015989999998965,Mid,Dashboard
